index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold,Primary Author,Total Revenue,Publisher Profit,Rating Category
49,1950,The Story of Art,E.H. Gombrich,en-US,Intermediate,3.83,164708,Fiction,15058.27,9034.962,8.59,51,Hachette Book Group,1753,E.H. Gombrich,15058.27,9034.962,Good (3.5-4.0)
50,2013,Scarlet,Marissa Meyer,eng,Intermediate,4.3,193766,Fiction,1720.62,1032.372,0.99,52,"Amazon Digital Services,  Inc.",1738,Marissa Meyer,1720.62,1032.372,Very Good (4.0-4.5)
51,1997,"Rich Dad , Poor Dad",Robert T. Kiyosaki,eng,Intermediate,3.95,153764,Fiction,1705.77,1023.462,0.99,53,Random House LLC,1723,Robert T. Kiyosaki,1705.77,1023.462,Good (3.5-4.0)
52,2011,Silence ,Becca Fitzpatrick,eng,Intermediate,4.16,190722,Fiction,8517.93,0.0,4.99,54,"Amazon Digital Services,  Inc.",1707,Becca Fitzpatrick,8517.93,0.0,Very Good (4.0-4.5)
53,2009,The Magicians,Lev Grossman,eng,Novice,3.47,147908,Fiction,1675.08,1005.048,0.99,55,Macmillan,1692,Lev Grossman,1675.08,1005.048,Average (3.0-3.5)
54,2004,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),"Tsugumi Ohba, Takeshi Obata",eng,Famous,4.42,139501,Fiction,6687.24,0.0,3.99,56,"Amazon Digital Services,  Inc.",1676,Tsugumi Ohba,6687.24,0.0,Very Good (4.0-4.5)
55,2003,A Great and Terrible Beauty,Libba Bray,eng,Intermediate,3.79,173613,Fiction,4966.39,2979.834,2.99,57,Penguin Group (USA) LLC,1661,Libba Bray,4966.39,2979.834,Good (3.5-4.0)
56,2002,Everything Is Illuminated,Jonathan Safran Foer,eng,Intermediate,3.9,131492,Fiction,1629.54,977.724,0.99,58,"Amazon Digital Services,  Inc.",1646,Jonathan Safran Foer,1629.54,977.724,Good (3.5-4.0)
57,1986,The Bourne Supremacy,Robert Ludlum,en-US,Intermediate,4.09,142168,Fiction,17783.3,10669.98,10.91,59,Penguin Group (USA) LLC,1630,Robert Ludlum,17783.3,10669.98,Very Good (4.0-4.5)
58,2012,Easy,Tammara Webber,en-CA,Intermediate,4.11,133937,Fiction,1613.7,0.0,0.99,59,"Amazon Digital Services,  Inc.",1630,Tammara Webber,1613.7,0.0,Very Good (4.0-4.5)
59,1849,David Copperfield,"Charles Dickens, Jeremy Tambling",eng,Intermediate,3.96,150512,Fiction,18394.85,11036.91,11.39,60,Hachette Book Group,1615,Charles Dickens,18394.85,11036.91,Good (3.5-4.0)
60,2007,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",eng,Intermediate,4.11,160607,Fiction,10384.0,6230.4,6.49,61,Random House LLC,1600,Sherman Alexie,10384.0,6230.4,Very Good (4.0-4.5)
61,1967,ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",eng,Intermediate,4.32,131389,Fiction,6320.16,0.0,3.99,62,"Amazon Digital Services,  Inc.",1584,Mikhail Bulgakov,6320.16,0.0,Very Good (4.0-4.5)
62,1968,A Wizard of Earthsea,Ursula K. Le Guin,en-US,Intermediate,3.99,155042,Fiction,4707.0,0.0,3.0,63,"Amazon Digital Services,  Inc.",1569,Ursula K. Le Guin,4707.0,0.0,Good (3.5-4.0)
63,2000,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",eng,Intermediate,4.0,154476,Fiction,1522.62,0.0,0.99,65,"Amazon Digital Services,  Inc.",1538,Kate DiCamillo,1522.62,0.0,Good (3.5-4.0)
64,1959,A Separate Peace,John Knowles,en-US,Intermediate,3.56,155901,Fiction,5924.47,0.0,3.89,66,"Amazon Digital Services,  Inc.",1523,John Knowles,5924.47,0.0,Good (3.5-4.0)
65,1995,The Rainmaker,John Grisham,eng,Intermediate,3.91,137412,Fiction,12040.93,0.0,7.99,67,"Amazon Digital Services,  Inc.",1507,John Grisham,12040.93,0.0,Good (3.5-4.0)
66,1605,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",eng,Intermediate,3.85,134931,Fiction,13413.08,8047.848,8.99,68,Hachette Book Group,1492,Miguel de Cervantes Saavedra,13413.08,8047.848,Good (3.5-4.0)
67,1995,Assassin's Apprentice,Robin Hobb,eng,Intermediate,4.14,132777,Fiction,2907.39,0.0,1.99,70,"Amazon Digital Services,  Inc.",1461,Robin Hobb,2907.39,0.0,Very Good (4.0-4.5)
68,1980,The Restaurant at the End of the Universe,Douglas Adams,eng,Intermediate,4.22,153838,Fiction,11553.54,6932.124,7.99,71,Penguin Group (USA) LLC,1446,Douglas Adams,11553.54,6932.124,Very Good (4.0-4.5)
69,2010,Torment,Lauren Kate,eng,Intermediate,3.89,174393,Fiction,5705.7,0.0,3.99,72,"Amazon Digital Services,  Inc.",1430,Lauren Kate,5705.7,0.0,Good (3.5-4.0)
70,1901,The Tale of Peter Rabbit,Beatrix Potter,eng,Intermediate,4.17,162373,Fiction,9890.85,5934.51,6.99,73,Penguin Group (USA) LLC,1415,Beatrix Potter,9890.85,5934.51,Very Good (4.0-4.5)
71,1953,The Silver Chair,"C.S. Lewis, Pauline Baynes",eng,Intermediate,3.95,170453,Fiction,5245.36,3147.216,3.79,75,Hachette Book Group,1384,C.S. Lewis,5245.36,3147.216,Good (3.5-4.0)
72,2008,The Hero of Ages,Brandon Sanderson,eng,Famous,4.46,143622,nonfiction,5826.64,3495.984,4.21,75,"Amazon Digital Services,  Inc.",1384,Brandon Sanderson,5826.64,3495.984,Very Good (4.0-4.5)
73,1993,"Girl, Interrupted",Susanna Kaysen,eng,Intermediate,3.9,145161,Fiction,2724.31,1634.586,1.99,76,Hachette Book Group,1369,Susanna Kaysen,2724.31,1634.586,Good (3.5-4.0)
74,2007,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,Unknown,Intermediate,3.85,127096,Fiction,5462.31,3277.386,3.99,76,Hachette Book Group,1369,Chelsea Handler,5462.31,3277.386,Good (3.5-4.0)
75,1970,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",en-US,Intermediate,3.8,133728,Fiction,6751.47,0.0,4.99,77,"Amazon Digital Services,  Inc.",1353,Richard Bach,6751.47,0.0,Good (3.5-4.0)
76,2014,City of Heavenly Fire,Cassandra Clare,eng,Famous,4.48,177796,Fiction,6676.62,0.0,4.99,78,"Amazon Digital Services,  Inc.",1338,Cassandra Clare,6676.62,0.0,Very Good (4.0-4.5)
77,1986,Love You Forever,"Robert Munsch, Sheila McGraw",en-GB,Intermediate,4.34,159703,Fiction,1309.77,785.862,0.99,79,"Amazon Digital Services,  Inc.",1323,Robert Munsch,1309.77,785.862,Very Good (4.0-4.5)
78,2006,Cell,Stephen King,en-US,Intermediate,3.64,144591,Fiction,5933.78,3560.268,4.54,80,HarperCollins Publishers,1307,Stephen King,5933.78,3560.268,Good (3.5-4.0)
79,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,eng,Intermediate,4.32,113565,Fiction,8482.43,5089.458,6.49,80,Hachette Book Group,1307,Daniel James Brown,8482.43,5089.458,Very Good (4.0-4.5)
80,1977,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",eng,Intermediate,3.87,134106,Fiction,6447.08,3868.248,4.99,81,Random House LLC,1292,J.R.R. Tolkien,6447.08,3868.248,Good (3.5-4.0)
81,1987,The Drawing of the Three,Stephen King,eng,Intermediate,4.23,139052,nonfiction,2539.24,1523.544,1.99,82,HarperCollins Publishers,1276,Stephen King,2539.24,1523.544,Very Good (4.0-4.5)
82,2008,The Forgotten Garden,Kate Morton,en-GB,Intermediate,4.12,138377,Fiction,4907.7,0.0,3.99,85,"Amazon Digital Services,  Inc.",1230,Kate Morton,4907.7,0.0,Very Good (4.0-4.5)
83,1925,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",eng,Intermediate,3.98,131856,Fiction,1202.85,0.0,0.99,86,"Amazon Digital Services,  Inc.",1215,Franz Kafka,1202.85,0.0,Good (3.5-4.0)
84,2002,This Lullaby,Sarah Dessen,eng,Intermediate,4.03,151829,Fiction,2417.85,1450.71,1.99,86,HarperCollins Publishers,1215,Sarah Dessen,2417.85,1450.71,Very Good (4.0-4.5)
85,2000,Plain Truth,Jodi Picoult,eng,Intermediate,3.97,128406,Fiction,1188.0,0.0,0.99,87,"Amazon Digital Services,  Inc.",1200,Jodi Picoult,1188.0,0.0,Good (3.5-4.0)
86,2010,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,eng,Intermediate,3.7,127186,fiction,2388.0,0.0,1.99,87,"Amazon Digital Services,  Inc.",1200,Piper Kerman,2388.0,0.0,Good (3.5-4.0)
87,1902,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",eng,Intermediate,4.09,154517,Fiction,2356.16,1413.696,1.99,88,Macmillan,1184,Arthur Conan Doyle,2356.16,1413.696,Very Good (4.0-4.5)
88,2011,"Thinking, Fast and Slow",Daniel Kahneman,eng,Intermediate,4.08,136950,Fiction,1157.31,694.386,0.99,89,"Amazon Digital Services,  Inc.",1169,Daniel Kahneman,1157.31,694.386,Very Good (4.0-4.5)
89,1982,The Mists of Avalon,Marion Zimmer Bradley,eng,Intermediate,4.12,157736,Fiction,1157.31,694.386,0.99,89,"Amazon Digital Services,  Inc.",1169,Marion Zimmer Bradley,1157.31,694.386,Very Good (4.0-4.5)
90,1970,"Are You There God? It's Me, Margaret",Judy Blume,eng,Intermediate,3.89,151789,Fiction,1111.77,0.0,0.99,92,"Amazon Digital Services,  Inc.",1123,Judy Blume,1111.77,0.0,Good (3.5-4.0)
91,2002,Nights in Rodanthe,Nicholas Sparks,eng,Intermediate,3.82,129807,Fiction,5603.77,3362.262,4.99,92,"Amazon Digital Services,  Inc.",1123,Nicholas Sparks,5603.77,3362.262,Good (3.5-4.0)
92,2014,Mr. Mercedes,Stephen King,eng,Intermediate,3.92,125847,Fiction,2202.93,1321.758,1.99,93,Macmillan,1107,Stephen King,2202.93,1321.758,Good (3.5-4.0)
93,2007,All Together Dead,Charlaine Harris,eng,Intermediate,4.05,162689,Fiction,6983.24,4189.944,6.49,95,Random House LLC,1076,Charlaine Harris,6983.24,4189.944,Very Good (4.0-4.5)
94,1997,Midwives,Chris Bohjalian,en-US,Intermediate,3.97,133155,Fiction,6885.89,4131.534,6.49,96,Random House LLC,1061,Chris Bohjalian,6885.89,4131.534,Good (3.5-4.0)
95,1985,The Polar Express,Chris Van Allsburg,en-US,Intermediate,4.29,168001,nonfiction,1035.54,621.324,0.99,97,"Amazon Digital Services,  Inc.",1046,Chris Van Allsburg,1035.54,621.324,Very Good (4.0-4.5)
96,1989,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",en-GB,Intermediate,4.29,141945,Fiction,1019.7,0.0,0.99,98,"Amazon Digital Services,  Inc.",1030,Jon Scieszka,1019.7,0.0,Very Good (4.0-4.5)
97,1987,Patriot Games,Tom Clancy,eng,Intermediate,4.11,141674,Fiction,6079.85,0.0,5.99,99,"Amazon Digital Services,  Inc.",1015,Tom Clancy,6079.85,0.0,Very Good (4.0-4.5)
98,1998,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,111856,Fiction,6932.45,4159.47,6.83,99,Penguin Group (USA) LLC,1015,Paulo Coelho,6932.45,4159.47,Good (3.5-4.0)
99,2013,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",eng,Intermediate,3.94,135635,Fiction,985.05,0.0,0.99,101,"Amazon Digital Services,  Inc.",995,Sheryl Sandberg,985.05,0.0,Good (3.5-4.0)
100,2005,Dead as a Doornail ,Charlaine Harris,eng,Intermediate,4.01,169560,Fiction,5068.8,3041.28,5.12,102,Penguin Group (USA) LLC,990,Charlaine Harris,5068.8,3041.28,Very Good (4.0-4.5)
101,2011,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,en-US,Intermediate,4.01,176433,fiction,2195.2,1317.12,2.24,104,"Amazon Digital Services,  Inc.",980,Tahereh Mafi,2195.2,1317.12,Very Good (4.0-4.5)
102,1959,Starship Troopers,Robert A. Heinlein,en-CA,Intermediate,3.99,136886,Fiction,7312.5,4387.5,7.5,105,Hachette Book Group,975,Robert A. Heinlein,7312.5,4387.5,Good (3.5-4.0)
103,2011,I've Got Your Number,Sophie Kinsella,eng,Intermediate,3.93,144533,Fiction,960.3,0.0,0.99,106,"Amazon Digital Services,  Inc.",970,Sophie Kinsella,960.3,0.0,Good (3.5-4.0)
104,1991,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",eng,Intermediate,3.88,109692,Fiction,10224.0,6134.4,10.65,108,Penguin Group (USA) LLC,960,Jostein Gaarder,10224.0,6134.4,Good (3.5-4.0)
106,1950,The Martian Chronicles,Ray Bradbury,en-US,Intermediate,4.12,143236,Fiction,1880.55,0.0,1.99,111,"Amazon Digital Services,  Inc.",945,Ray Bradbury,1880.55,0.0,Very Good (4.0-4.5)
107,2010,A Visit From the Goon Squad,Jennifer Egan,eng,Intermediate,3.64,120126,Fiction,4690.6,2814.36,4.99,112,Macmillan,940,Jennifer Egan,4690.6,2814.36,Good (3.5-4.0)
108,1880,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",eng,Intermediate,3.97,144497,Fiction,3730.65,2238.39,3.99,113,Penguin Group (USA) LLC,935,Johanna Spyri,3730.65,2238.39,Good (3.5-4.0)
109,2002,Prey,Michael Crichton,Unknown,Intermediate,3.72,131352,Fiction,1850.7,0.0,1.99,114,"Amazon Digital Services,  Inc.",930,Michael Crichton,1850.7,0.0,Good (3.5-4.0)
110,1956,The Last Battle,C.S. Lewis,eng,Intermediate,4.02,158701,Fiction,5980.0,3588.0,6.5,116,"Amazon Digital Services,  Inc.",920,C.S. Lewis,5980.0,3588.0,Very Good (4.0-4.5)
111,2007,World Without End,Ken Follett,eng,Intermediate,4.23,128715,Fiction,905.85,543.51,0.99,117,Random House LLC,915,Ken Follett,905.85,543.51,Very Good (4.0-4.5)
112,2008,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",en-US,Intermediate,3.9,180961,fiction,7759.2,4655.52,8.48,117,"Amazon Digital Services,  Inc.",915,P.C. Cast,7759.2,4655.52,Good (3.5-4.0)
113,2012,Slammed,Colleen Hoover,eng,Intermediate,4.29,153882,Fiction,900.9,0.0,0.99,118,"Amazon Digital Services,  Inc.",910,Colleen Hoover,900.9,0.0,Very Good (4.0-4.5)
114,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,eng,Intermediate,3.84,150003,Fiction,895.95,537.57,0.99,119,"Amazon Digital Services,  Inc.",905,Alex Flinn,895.95,537.57,Good (3.5-4.0)
115,1390,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",eng,Novice,3.48,148480,Fiction,891.0,0.0,0.99,120,"Amazon Digital Services,  Inc.",900,Geoffrey Chaucer,891.0,0.0,Average (3.0-3.5)
116,2006,Baby Proof,Emily Giffin,en-US,Intermediate,3.71,124371,nonfiction,5841.0,3504.6,6.49,120,Macmillan,900,Emily Giffin,5841.0,3504.6,Good (3.5-4.0)
117,2011,Inheritance,Christopher Paolini,en-US,Intermediate,4.08,146905,nonfiction,10731.05,6438.63,11.99,121,Random House LLC,895,Christopher Paolini,10731.05,6438.63,Very Good (4.0-4.5)
118,2009,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",eng,Intermediate,3.89,125195,Fiction,2661.1,0.0,2.99,122,"Amazon Digital Services,  Inc.",890,Haruki Murakami,2661.1,0.0,Good (3.5-4.0)
119,1852,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,eng,Intermediate,3.83,137858,fiction,1771.1,1062.66,1.99,122,HarperCollins Publishers,890,Harriet Beecher Stowe,1771.1,1062.66,Good (3.5-4.0)
120,1909,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",eng,Intermediate,3.97,141110,Fiction,3531.15,0.0,3.99,123,"Amazon Digital Services,  Inc.",885,Gaston Leroux,3531.15,0.0,Good (3.5-4.0)
121,2006,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,en-US,Intermediate,4.02,163054,Fiction,6525.0,3915.0,7.5,126,Simon and Schuster Digital Sales Inc,870,Charlaine Harris,6525.0,3915.0,Very Good (4.0-4.5)
122,1995,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",en-US,Intermediate,4.08,98738,Fiction,3451.35,0.0,3.99,127,"Amazon Digital Services,  Inc.",865,JosÃ© Saramago,3451.35,0.0,Very Good (4.0-4.5)
123,2010,Freedom,Jonathan Franzen,en-US,Intermediate,3.73,119213,Fiction,6871.4,4122.84,7.99,128,Random House LLC,860,Jonathan Franzen,6871.4,4122.84,Good (3.5-4.0)
124,2011,Crossed,Ally Condie,eng,Intermediate,3.52,100886,Fiction,841.5,504.9,0.99,130,"Amazon Digital Services,  Inc.",850,Ally Condie,841.5,504.9,Good (3.5-4.0)
125,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,en-US,Intermediate,3.82,150222,Fiction,10131.55,6078.93,11.99,131,Hachette Book Group,845,Ally Carter,10131.55,6078.93,Good (3.5-4.0)
126,2008,The White Tiger,Aravind Adiga,eng,Intermediate,3.71,114531,Fiction,6711.6,4026.96,7.99,132,Random House LLC,840,Aravind Adiga,6711.6,4026.96,Good (3.5-4.0)
127,2001,The Corrections,Jonathan Franzen,eng,Intermediate,3.78,117657,Fiction,816.75,0.0,0.99,135,"Amazon Digital Services,  Inc.",825,Jonathan Franzen,816.75,0.0,Good (3.5-4.0)
128,1995,Dreams from My Father,Barack Obama,eng,Intermediate,3.81,128961,nonfiction,1641.75,985.05,1.99,135,HarperCollins Publishers,825,Barack Obama,1641.75,985.05,Good (3.5-4.0)
129,1980,Congo,Michael Crichton,eng,Intermediate,3.55,129811,nonfiction,5696.85,3418.11,6.99,137,Random House LLC,815,Michael Crichton,5696.85,3418.11,Good (3.5-4.0)
130,1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",en-CA,Intermediate,4.22,146073,Fiction,2421.9,0.0,2.99,138,"Amazon Digital Services,  Inc.",810,Judith Viorst,2421.9,0.0,Very Good (4.0-4.5)
131,1999,Interpreter of Maladies,Jhumpa Lahiri,eng,Intermediate,4.12,110651,Fiction,8573.25,5143.95,10.65,139,Penguin Group (USA) LLC,805,Jhumpa Lahiri,8573.25,5143.95,Very Good (4.0-4.5)
132,1980,A People's History of the United States: 1492 to Present ,Howard Zinn,eng,Intermediate,4.07,137372,Fiction,3192.0,0.0,3.99,140,"Amazon Digital Services,  Inc.",800,Howard Zinn,3192.0,0.0,Very Good (4.0-4.5)
133,1958,Breakfast at Tiffany's,Truman Capote,eng,Intermediate,3.89,129778,Fiction,792.0,475.2,0.99,140,"Amazon Digital Services,  Inc.",800,Truman Capote,792.0,475.2,Good (3.5-4.0)
134,2010,The Passage,Justin Cronin,eng,Intermediate,4.04,126993,Fiction,3172.05,0.0,3.99,141,"Amazon Digital Services,  Inc.",795,Justin Cronin,3172.05,0.0,Very Good (4.0-4.5)
135,2005,Anansi Boys,Neil Gaiman,eng,Intermediate,4.0,137639,nonfiction,1572.1,943.26,1.99,142,"Amazon Digital Services,  Inc.",790,Neil Gaiman,1572.1,943.26,Good (3.5-4.0)
136,2009,Along for the Ride,Sarah Dessen,eng,Intermediate,4.08,151721,Fiction,9412.15,5647.29,11.99,143,Penguin Group (USA) LLC,785,Sarah Dessen,9412.15,5647.29,Very Good (4.0-4.5)
137,2014,Everything I Never Told You,Celeste Ng,eng,Intermediate,3.78,108703,Fiction,3112.2,0.0,3.99,144,"Amazon Digital Services,  Inc.",780,Celeste Ng,3112.2,0.0,Good (3.5-4.0)
138,1982,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",en-US,Intermediate,4.2,119930,Fiction,8269.25,4961.55,10.67,145,Simon and Schuster Digital Sales Inc,775,Isabel Allende,8269.25,4961.55,Very Good (4.0-4.5)
139,1979,The Dead Zone,Stephen King,en-US,Intermediate,3.9,132723,Fiction,1512.4,907.44,1.99,148,HarperCollins Publishers,760,Stephen King,1512.4,907.44,Good (3.5-4.0)
140,1920,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",eng,Intermediate,3.98,135514,Fiction,3012.45,0.0,3.99,149,"Amazon Digital Services,  Inc.",755,Agatha Christie,3012.45,0.0,Good (3.5-4.0)
141,1934,Murder in the Calais Coach,Agatha Christie,eng,Intermediate,4.16,138444,Fiction,3742.5,0.0,4.99,150,"Amazon Digital Services,  Inc.",750,Agatha Christie,3742.5,0.0,Very Good (4.0-4.5)
142,2013,Americanah,Chimamanda Ngozi Adichie,eng,Intermediate,4.26,113252,Fiction,2992.5,0.0,3.99,150,"Amazon Digital Services,  Inc.",750,Chimamanda Ngozi Adichie,2992.5,0.0,Very Good (4.0-4.5)
143,2001,Suzanne's Diary for Nicholas,James Patterson,eng,Intermediate,4.16,121398,Fiction,3717.55,2230.53,4.99,151,Random House LLC,745,James Patterson,3717.55,2230.53,Very Good (4.0-4.5)
144,1980,Firestarter,Stephen King,eng,Intermediate,3.85,142213,Fiction,2952.6,1771.56,3.99,152,Macmillan,740,Stephen King,2952.6,1771.56,Good (3.5-4.0)
145,2013,Entwined with You,Sylvia Day,eng,Intermediate,4.19,141641,Fiction,727.65,0.0,0.99,153,"Amazon Digital Services,  Inc.",735,Sylvia Day,727.65,0.0,Very Good (4.0-4.5)
146,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,eng,Intermediate,4.27,109642,Fiction,3642.7,0.0,4.99,154,"Amazon Digital Services,  Inc.",730,Christopher McDougall,3642.7,0.0,Very Good (4.0-4.5)
147,2014,The Storied Life of A.J. Fikry,Gabrielle Zevin,eng,Intermediate,3.98,115393,Fiction,5444.75,3266.85,7.51,155,Random House LLC,725,Gabrielle Zevin,5444.75,3266.85,Good (3.5-4.0)
148,1939,Mad About Madeline,Ludwig Bemelmans,en-GB,Intermediate,4.22,156726,Fiction,712.8,0.0,0.99,156,"Amazon Digital Services,  Inc.",720,Ludwig Bemelmans,712.8,0.0,Very Good (4.0-4.5)
149,1937,Think and Grow Rich,Napoleon Hill,eng,Intermediate,4.17,87445,Fiction,702.9,0.0,0.99,158,"Amazon Digital Services,  Inc.",710,Napoleon Hill,702.9,0.0,Very Good (4.0-4.5)
150,1932,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.16,165127,Fiction,697.95,418.77,0.99,159,"Amazon Digital Services,  Inc.",705,Laura Ingalls Wilder,697.95,418.77,Very Good (4.0-4.5)
151,2004,Jonathan Strange & Mr Norrell,Susanna Clarke,eng,Intermediate,3.8,133683,Fiction,5593.0,3355.8,7.99,160,Hachette Book Group,700,Susanna Clarke,5593.0,3355.8,Good (3.5-4.0)
152,2001,A Bend in the Road,Nicholas Sparks,eng,Intermediate,4.02,116800,Fiction,1353.2,811.92,1.99,164,HarperCollins Publishers,680,Nicholas Sparks,1353.2,811.92,Very Good (4.0-4.5)
153,2013,The House of Hades,Rick Riordan,eng,Famous,4.54,159774,nonfiction,668.25,400.95,0.99,165,"Amazon Digital Services,  Inc.",675,Rick Riordan,668.25,400.95,Excellent (4.5-5.0)
154,2008,Gone,Michael  Grant,eng,Intermediate,3.85,144606,Fiction,3678.3,2206.98,5.49,166,"Amazon Digital Services,  Inc.",670,Michael  Grant,3678.3,2206.98,Good (3.5-4.0)
155,2003,The Wedding,Nicholas Sparks,en-US,Intermediate,3.98,118045,Fiction,658.35,395.01,0.99,167,"Amazon Digital Services,  Inc.",665,Nicholas Sparks,658.35,395.01,Good (3.5-4.0)
156,2005,1776,David McCullough,eng,Intermediate,4.06,130293,Fiction,7814.4,4688.64,11.84,168,Random House LLC,660,David McCullough,7814.4,4688.64,Very Good (4.0-4.5)
157,2003,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,eng,Intermediate,3.98,112167,Fiction,648.45,0.0,0.99,169,"Amazon Digital Services,  Inc.",655,Jon Krakauer,648.45,0.0,Good (3.5-4.0)
158,2012,Beautiful Ruins,Jess Walter,eng,Intermediate,3.67,116053,Fiction,9818.45,5891.07,14.99,169,Random House LLC,655,Jess Walter,9818.45,5891.07,Good (3.5-4.0)
159,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,en-US,Intermediate,3.69,110873,Fiction,3243.5,0.0,4.99,170,"Amazon Digital Services,  Inc.",650,Barack Obama,3243.5,0.0,Good (3.5-4.0)
160,1999,On Writing: A Memoir of the Craft,Stephen King,eng,Intermediate,4.31,131481,Fiction,1943.5,0.0,2.99,170,"Amazon Digital Services,  Inc.",650,Stephen King,1943.5,0.0,Very Good (4.0-4.5)
161,2008,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966,Fiction,3218.55,0.0,4.99,171,"Amazon Digital Services,  Inc.",645,Kristin Hannah,3218.55,0.0,Very Good (4.0-4.5)
162,1987,Sphere,Michael Crichton,eng,Intermediate,3.77,128244,Fiction,4473.6,2684.16,6.99,172,Random House LLC,640,Michael Crichton,4473.6,2684.16,Good (3.5-4.0)
163,2008,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812,Fiction,5663.7,3398.22,8.99,174,Simon and Schuster Digital Sales Inc,630,Emily Giffin,5663.7,3398.22,Good (3.5-4.0)
164,2014,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008,Fiction,608.85,0.0,0.99,177,"Amazon Digital Services,  Inc.",615,Robert Galbraith,608.85,0.0,Very Good (4.0-4.5)
165,1985,The Vampire Lestat,Anne Rice,eng,Intermediate,4.05,141299,Fiction,603.9,362.34,0.99,178,"Amazon Digital Services,  Inc.",610,Anne Rice,603.9,362.34,Very Good (4.0-4.5)
166,2011,State of Wonder,Ann Patchett,eng,Intermediate,3.85,124837,Fiction,1210.0,0.0,2.0,179,"Amazon Digital Services,  Inc.",605,Ann Patchett,1210.0,0.0,Good (3.5-4.0)
167,2008,The Silver Linings Playbook,Matthew Quick,en-US,Intermediate,4.0,110939,Fiction,594.0,0.0,0.99,180,"Amazon Digital Services,  Inc.",600,Matthew Quick,594.0,0.0,Good (3.5-4.0)
168,1869,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",eng,Intermediate,3.86,121112,Fiction,3540.25,0.0,5.95,181,"Amazon Digital Services,  Inc.",595,Jules Verne,3540.25,0.0,Good (3.5-4.0)
169,2005,The Constant Princess,Philippa Gregory,en-US,Intermediate,3.88,124786,Fiction,3564.05,2138.43,5.99,181,Penguin Group (USA) LLC,595,Philippa Gregory,3564.05,2138.43,Good (3.5-4.0)
170,1925,Mrs Dalloway,"Virginia Woolf, Maureen Howard",en-US,Intermediate,3.78,136327,Fiction,1174.1,704.46,1.99,182,"Amazon Digital Services,  Inc.",590,Virginia Woolf,1174.1,704.46,Good (3.5-4.0)
